BehaviorSpace results (NetLogo 3D 5.0.4),,,,,,,,,,,,,
/home/ouit-modelling4all/kkahn/models/k-62-updating-experiments.nlogo3d,,,,,,,,,,,,,
The Kepler-62 Experiments Mass ,,,,,,,,,,,,,
09/07/2013 16:39:12:541 +0100,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,
-50,50,-50,50,,,,,,,,,,
The masses of the planets are given in masses of earth,,,,,,,,,,,,,
[run number],d-mass,c-mass,f-mass,b-mass,e-mass,[step],[my-orbits-length] of the-kepler-62-b,[my-orbits-length] of the-kepler-62-c,[my-orbits-length] of the-kepler-62-d,[my-orbits-length] of the-kepler-62-e,[my-orbits-length] of the-kepler-62-f,orbits-ok,years-ok
106,1,3,4,9,5,256813,[494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494280],[1075500 1075680 1075500 1075680 1075500 1075500 1075680 1075500 1075680 1075500 1075500 1075500 1075680 1075500 1075500 1075680 1075500 1075500 1075500 1075680 1075500 1075500 1075680 1075500 1075680 1075500 1075680 1075500 1075500 1075680 1075500 1075680 1075500 1075500 1075680 1075500 1075500 1075680 1075500 1075500 1075500 1075860],[1578420 1577520 1580220 1578240 1579140 1577160 1578960 1578600 1579680 1578060 1578060 1578600 1579140 1578960 1577880 1578240 1577340 1579860 1578240 1579680 1576800 1578960 1578240 1579860 1578240 1578060 1578240 1578960 1579500],[10555020 10618740 10588500 10616400],[23113080 23113260],"""orbits-ok""","""years-ok"""
107,1,3,4,9,5.7,256824,[494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494280],[1075500 1075680 1075500 1075680 1075500 1075500 1075680 1075500 1075680 1075500 1075500 1075500 1075680 1075500 1075500 1075680 1075500 1075500 1075500 1075680 1075500 1075500 1075680 1075500 1075680 1075500 1075680 1075500 1075500 1075680 1075500 1075680 1075500 1075500 1075680 1075500 1075500 1075680 1075500 1075500 1075500 1075860],[1578420 1577520 1580220 1578240 1579140 1577160 1578960 1578600 1579680 1578060 1578060 1578600 1579140 1578960 1577880 1578240 1577340 1579860 1578240 1579680 1576800 1578960 1578240 1579860 1578240 1578060 1578240 1578960 1579500],[10554840 10618740 10588500 10616400],[23113980 23114340],"""orbits-ok""","""years-ok"""
108,1,3,4,9,6.4,256835,[494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494280],[1075500 1075680 1075500 1075680 1075500 1075500 1075680 1075500 1075680 1075500 1075500 1075500 1075680 1075500 1075500 1075680 1075500 1075500 1075500 1075680 1075500 1075500 1075680 1075500 1075680 1075500 1075680 1075500 1075500 1075680 1075500 1075680 1075500 1075500 1075680 1075500 1075500 1075680 1075500 1075500 1075500 1075860],[1578420 1577520 1580220 1578240 1579140 1577160 1578960 1578600 1579680 1578060 1578060 1578600 1579140 1578960 1578060 1578060 1577340 1579860 1578240 1579680 1576800 1578960 1578240 1579860 1578240 1578060 1578240 1578960 1579500],[10554840 10618740 10588500 10616400],[23114880 23115420],"""orbits-ok""","""years-ok"""
112,3,0.5,3,2,5,256865,[493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494280],[1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075680 1075500 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075500 1075680 1075500 1075500 1075680 1075680 1075680 1075680 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075680 1075500 1075680 1075500 1075680 1075680 1075500 1075500 1075680 1075500 1075860],[1578780 1578600 1579140 1578780 1578960 1578420 1578960 1578960 1578960 1578780 1578600 1578780 1578960 1578960 1578780 1578600 1578600 1579140 1578780 1579140 1578420 1578960 1578780 1578960 1578780 1578780 1578780 1578780 1579320],[10589760 10608300 10604880 10604340],[23117040 23118660],"""orbits-ok""","""years-ok"""
109,3,0.5,3,1,5,256873,[494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494280],[1075680 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075680 1075680 1075500 1075500 1075500 1075680 1075680 1075500 1075680 1075680 1075680 1075680 1075680 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075680 1075500 1075680 1075500 1075860],[1578960 1578600 1579140 1578780 1578960 1578600 1578960 1578780 1578960 1578780 1578960 1578780 1578960 1578780 1578780 1578780 1578780 1578960 1578780 1578960 1578600 1578960 1578780 1579140 1578780 1578780 1578780 1578960 1579140],[10593900 10605780 10608480 10602900],[23117760 23119380],"""orbits-ok""","""years-ok"""
113,3,0.5,3,2,5.7,256877,[493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494280],[1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075680 1075500 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075500 1075680 1075500 1075500 1075680 1075680 1075680 1075680 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075680 1075500 1075680 1075500 1075680 1075680 1075500 1075500 1075680 1075500 1075860],[1578780 1578600 1579140 1578780 1578960 1578600 1578780 1578960 1578960 1578780 1578600 1578780 1578960 1578960 1578780 1578780 1578600 1578960 1578780 1579140 1578420 1578960 1578780 1578960 1578780 1578780 1578780 1578780 1579320],[10589760 10608120 10604880 10604340],[23118120 23119740],"""orbits-ok""","""years-ok"""
111,3,0.5,3,1,6.4,256896,[494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494280],[1075680 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075680 1075680 1075500 1075500 1075500 1075680 1075680 1075500 1075680 1075680 1075680 1075680 1075680 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075680 1075500 1075680 1075500 1075860],[1578960 1578600 1579140 1578780 1578960 1578600 1578960 1578780 1578960 1578780 1578960 1578780 1578960 1578780 1578780 1578780 1578780 1578960 1578780 1578960 1578600 1578960 1578780 1579140 1578780 1578780 1578780 1578960 1579140],[10593900 10605780 10608300 10602900],[23119740 23121540],"""orbits-ok""","""years-ok"""
110,3,0.5,3,1,5.7,256884,[494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494280],[1075680 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075680 1075680 1075500 1075500 1075500 1075680 1075680 1075500 1075680 1075680 1075680 1075680 1075680 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075680 1075500 1075680 1075500 1075860],[1578960 1578600 1579140 1578780 1578960 1578600 1578960 1578780 1578960 1578780 1578960 1578780 1578960 1578780 1578780 1578780 1578780 1578960 1578780 1578960 1578600 1578960 1578780 1579140 1578780 1578780 1578780 1578960 1579140],[10593900 10605780 10608480 10602900],[23118660 23120460],"""orbits-ok""","""years-ok"""
114,3,0.5,3,2,6.4,256888,[493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 494280],[1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075680 1075500 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075500 1075680 1075500 1075500 1075680 1075680 1075680 1075680 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075680 1075500 1075680 1075500 1075680 1075680 1075500 1075500 1075680 1075500 1075860],[1578780 1578600 1579140 1578780 1578960 1578600 1578780 1578960 1578960 1578780 1578600 1578960 1578780 1578960 1578780 1578780 1578600 1578960 1578780 1579140 1578420 1578960 1578780 1578960 1578780 1578780 1578780 1578780 1579320],[10589760 10608300 10604700 10604340],[23119020 23120820],"""orbits-ok""","""years-ok"""
115,3,0.5,3,5,5,256842,[493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494280],[1075680 1075680 1075680 1075500 1075680 1075680 1075680 1075500 1075680 1075500 1075680 1075500 1075680 1075500 1075680 1075500 1075500 1075500 1075680 1075500 1075680 1075500 1075680 1075680 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075680 1075500 1075680 1075500 1075680 1075500 1075500 1075860],[1578600 1578420 1579320 1578960 1578780 1578240 1578600 1579140 1579140 1578600 1578420 1578600 1578960 1579140 1578600 1578420 1578420 1579140 1579140 1578780 1578240 1578600 1578960 1579140 1578780 1578420 1578420 1578960 1579500],[10578420 10615320 10594620 10608120],[23115240 23116320],"""orbits-ok""","""years-ok"""
117,3,0.5,3,5,6.4,256865,[493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494280],[1075680 1075680 1075680 1075500 1075680 1075680 1075680 1075500 1075680 1075500 1075680 1075500 1075680 1075500 1075680 1075500 1075500 1075500 1075680 1075500 1075680 1075500 1075680 1075680 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075680 1075500 1075680 1075500 1075680 1075500 1075500 1075860],[1578420 1578420 1579320 1578960 1578780 1578240 1578780 1578960 1579140 1578600 1578420 1578600 1578960 1579140 1578600 1578420 1578420 1579140 1579140 1578780 1578240 1578600 1578960 1579140 1578780 1578420 1578420 1578960 1579500],[10578420 10615320 10594440 10608120],[23117040 23118660],"""orbits-ok""","""years-ok"""
119,3,0.5,3,9,5.7,256824,[493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494280],[1075680 1075680 1075500 1075680 1075680 1075680 1075500 1075680 1075500 1075680 1075500 1075500 1075680 1075500 1075500 1075680 1075500 1075500 1075500 1075500 1075680 1075500 1075680 1075680 1075680 1075500 1075680 1075680 1075680 1075500 1075680 1075500 1075680 1075500 1075680 1075500 1075500 1075680 1075500 1075500 1075500 1075860],[1578060 1578420 1579500 1579140 1578420 1577880 1578600 1579140 1579500 1578240 1578060 1578420 1579140 1579320 1578420 1578060 1578060 1579320 1579320 1578780 1577700 1578420 1578960 1579500 1578600 1578060 1578240 1578960 1579680],[10565820 10623600 10582560 10611720],[23113800 23114520],"""orbits-ok""","""years-ok"""
116,3,0.5,3,5,5.7,256854,[493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 493920 494100 493920 494280],[1075680 1075680 1075680 1075500 1075680 1075680 1075680 1075500 1075680 1075500 1075680 1075500 1075680 1075500 1075680 1075500 1075500 1075500 1075680 1075500 1075680 1075500 1075680 1075680 1075680 1075680 1075680 1075680 1075500 1075680 1075680 1075500 1075680 1075500 1075680 1075500 1075680 1075500 1075680 1075500 1075500 1075860],[1578420 1578420 1579320 1578960 1578780 1578240 1578600 1579140 1579140 1578600 1578420 1578600 1578960 1579140 1578600 1578420 1578420 1579140 1579140 1578780 1578240 1578600 1578960 1579140 1578780 1578420 1578420 1578960 1579500],[10578600 10615140 10594620 10608120],[23116320 23117400],"""orbits-ok""","""years-ok"""
